# r-coordinate 	 ur 	 utheta
1.82886e+03 	 -1.08566e-07 	 -1.10696e-07
1.84035e+03 	 -1.03986e-07 	 -1.14401e-07
1.85191e+03 	 -9.88572e-08 	 -1.17986e-07
1.86355e+03 	 -9.31941e-08 	 -1.21428e-07
1.87526e+03 	 -8.70163e-08 	 -1.24701e-07
1.88704e+03 	 -8.03469e-08 	 -1.27782e-07
1.89890e+03 	 -7.32133e-08 	 -1.30647e-07
1.91083e+03 	 -6.56464e-08 	 -1.33270e-07
1.92283e+03 	 -5.76815e-08 	 -1.35629e-07
1.93492e+03 	 -4.93581e-08 	 -1.37700e-07
1.94707e+03 	 -4.07210e-08 	 -1.39452e-07
1.95931e+03 	 -3.18249e-08 	 -1.40807e-07
1.97162e+03 	 -2.27508e-08 	 -1.41398e-07
1.98401e+03 	 -1.36754e-08 	 -1.39061e-07
1.99647e+03 	 -5.19397e-09 	 -1.20354e-07
2.00902e+03 	 0.00000e+00 	 0.00000e+00
