# r-coordinate 	 ur 	 utheta
1.01503e+03 	 -2.58171e-07 	 1.36302e-07
1.02141e+03 	 -2.70918e-07 	 1.41779e-07
1.02783e+03 	 -2.84029e-07 	 1.47180e-07
1.03429e+03 	 -2.97502e-07 	 1.52528e-07
1.04078e+03 	 -3.11333e-07 	 1.57849e-07
1.04732e+03 	 -3.25516e-07 	 1.63165e-07
1.05390e+03 	 -3.40041e-07 	 1.68503e-07
1.06053e+03 	 -3.54896e-07 	 1.73888e-07
1.06719e+03 	 -3.70069e-07 	 1.79345e-07
1.07389e+03 	 -3.85541e-07 	 1.84898e-07
1.08064e+03 	 -4.01293e-07 	 1.90570e-07
1.08743e+03 	 -4.17302e-07 	 1.96382e-07
1.09426e+03 	 -4.33541e-07 	 2.02354e-07
1.10114e+03 	 -4.49982e-07 	 2.08503e-07
1.10806e+03 	 -4.66591e-07 	 2.14840e-07
1.11502e+03 	 -4.83334e-07 	 2.21376e-07
1.12203e+03 	 -5.00169e-07 	 2.28116e-07
1.12908e+03 	 -5.17055e-07 	 2.35059e-07
1.13617e+03 	 -5.33943e-07 	 2.42200e-07
1.14331e+03 	 -5.50784e-07 	 2.49527e-07
1.15049e+03 	 -5.67523e-07 	 2.57021e-07
1.15772e+03 	 -5.84102e-07 	 2.64657e-07
1.16500e+03 	 -6.00458e-07 	 2.72401e-07
1.17232e+03 	 -6.16526e-07 	 2.80212e-07
1.17968e+03 	 -6.32235e-07 	 2.88040e-07
1.18709e+03 	 -6.47512e-07 	 2.95827e-07
1.19455e+03 	 -6.62280e-07 	 3.03507e-07
1.20206e+03 	 -6.76457e-07 	 3.11002e-07
1.20961e+03 	 -6.89959e-07 	 3.18228e-07
1.21721e+03 	 -7.02699e-07 	 3.25092e-07
1.22486e+03 	 -7.14584e-07 	 3.31493e-07
1.23256e+03 	 -7.25522e-07 	 3.37322e-07
1.24030e+03 	 -7.35417e-07 	 3.42461e-07
1.24809e+03 	 -7.44168e-07 	 3.46789e-07
1.25594e+03 	 -7.51678e-07 	 3.50178e-07
1.26383e+03 	 -7.57842e-07 	 3.52496e-07
1.27177e+03 	 -7.62559e-07 	 3.53608e-07
1.27976e+03 	 -7.65726e-07 	 3.53378e-07
1.28780e+03 	 -7.67239e-07 	 3.51671e-07
1.29589e+03 	 -7.66997e-07 	 3.48352e-07
1.30403e+03 	 -7.64898e-07 	 3.43293e-07
1.31223e+03 	 -7.60844e-07 	 3.36372e-07
1.32047e+03 	 -7.54739e-07 	 3.27472e-07
1.32877e+03 	 -7.46491e-07 	 3.16492e-07
1.33712e+03 	 -7.36013e-07 	 3.03340e-07
1.34552e+03 	 -7.23223e-07 	 2.87942e-07
1.35397e+03 	 -7.08046e-07 	 2.70240e-07
1.36248e+03 	 -6.90414e-07 	 2.50199e-07
1.37104e+03 	 -6.70266e-07 	 2.27804e-07
1.37965e+03 	 -6.47552e-07 	 2.03066e-07
1.38832e+03 	 -6.22233e-07 	 1.76022e-07
1.39705e+03 	 -5.94279e-07 	 1.46737e-07
1.40582e+03 	 -5.63673e-07 	 1.15307e-07
1.41466e+03 	 -5.30412e-07 	 8.18573e-08
1.42355e+03 	 -4.94507e-07 	 4.65461e-08
1.43249e+03 	 -4.55984e-07 	 9.56255e-09
1.44149e+03 	 -4.14884e-07 	 -2.88720e-08
1.45055e+03 	 -3.71265e-07 	 -6.85050e-08
1.45966e+03 	 -3.25203e-07 	 -1.09054e-07
1.46883e+03 	 -2.76792e-07 	 -1.50208e-07
1.47806e+03 	 -2.26144e-07 	 -1.91629e-07
1.48735e+03 	 -1.73390e-07 	 -2.32956e-07
1.49669e+03 	 -1.18681e-07 	 -2.73808e-07
1.50610e+03 	 -6.21852e-08 	 -3.13787e-07
1.51556e+03 	 -4.09289e-09 	 -3.52481e-07
1.52508e+03 	 5.53875e-08 	 -3.89473e-07
1.53467e+03 	 1.16028e-07 	 -4.24340e-07
1.54431e+03 	 1.77582e-07 	 -4.56663e-07
1.55401e+03 	 2.39784e-07 	 -4.86029e-07
1.56378e+03 	 3.02352e-07 	 -5.12039e-07
1.57360e+03 	 3.64985e-07 	 -5.34312e-07
1.58349e+03 	 4.27367e-07 	 -5.52489e-07
1.59344e+03 	 4.89165e-07 	 -5.66240e-07
1.60345e+03 	 5.50035e-07 	 -5.75270e-07
1.61353e+03 	 6.09616e-07 	 -5.79317e-07
1.62366e+03 	 6.67536e-07 	 -5.78162e-07
1.63387e+03 	 7.23412e-07 	 -5.71630e-07
1.64413e+03 	 7.76852e-07 	 -5.59590e-07
1.65446e+03 	 8.27456e-07 	 -5.41963e-07
1.66486e+03 	 8.74815e-07 	 -5.18714e-07
1.67532e+03 	 9.18520e-07 	 -4.89865e-07
1.68584e+03 	 9.58155e-07 	 -4.55484e-07
1.69644e+03 	 9.93309e-07 	 -4.15695e-07
1.70710e+03 	 1.02357e-06 	 -3.70674e-07
1.71782e+03 	 1.04854e-06 	 -3.20649e-07
1.72861e+03 	 1.06784e-06 	 -2.65908e-07
1.73948e+03 	 1.08108e-06 	 -2.06793e-07
1.75041e+03 	 1.08793e-06 	 -1.43708e-07
1.76140e+03 	 1.08809e-06 	 -7.71223e-08
1.77247e+03 	 1.08129e-06 	 -7.57138e-09
1.78361e+03 	 1.06732e-06 	 6.43352e-08
1.79481e+03 	 1.04604e-06 	 1.37910e-07
1.80609e+03 	 1.01739e-06 	 2.12382e-07
1.81744e+03 	 9.81404e-07 	 2.86893e-07
1.82886e+03 	 9.38225e-07 	 3.60487e-07
1.84035e+03 	 8.88115e-07 	 4.32111e-07
1.85191e+03 	 8.31471e-07 	 5.00604e-07
1.86355e+03 	 7.68838e-07 	 5.64687e-07
1.87526e+03 	 7.00914e-07 	 6.22946e-07
1.88704e+03 	 6.28565e-07 	 6.73809e-07
1.89890e+03 	 5.52829e-07 	 7.15492e-07
1.91083e+03 	 4.74926e-07 	 7.45921e-07
1.92283e+03 	 3.96267e-07 	 7.62601e-07
1.93492e+03 	 3.18474e-07 	 7.62388e-07
1.94707e+03 	 2.43417e-07 	 7.41146e-07
1.95931e+03 	 1.73271e-07 	 6.93179e-07
1.97162e+03 	 1.10605e-07 	 6.10349e-07
1.98401e+03 	 5.84901e-08 	 4.80703e-07
1.99647e+03 	 2.04836e-08 	 2.86320e-07
2.00902e+03 	 0.00000e+00 	 0.00000e+00
