0 	 1.23734e+02 	 4.86126e-04 	 -2.25053e-02
1000 	 1.23734e+02 	 -1.76830e-04 	 -2.38139e-02
2000 	 1.23734e+02 	 -8.67217e-05 	 -2.38663e-02
3000 	 1.24511e+02 	 3.29828e-04 	 -2.35722e-02
4000 	 1.24511e+02 	 -1.83620e-04 	 -2.39465e-02
5000 	 1.24511e+02 	 -6.34913e-05 	 -2.37578e-02
6000 	 1.25293e+02 	 3.64514e-04 	 -2.34157e-02
7000 	 1.25293e+02 	 -1.64303e-04 	 -2.38108e-02
8000 	 1.25293e+02 	 -4.72867e-05 	 -2.36636e-02
9000 	 1.26081e+02 	 3.68680e-04 	 -2.34155e-02
10000 	 1.26081e+02 	 -1.74384e-04 	 -2.39016e-02
11000 	 1.26081e+02 	 -7.34134e-05 	 -2.38458e-02
12000 	 1.26081e+02 	 4.76330e-04 	 -2.32803e-02
13000 	 1.26873e+02 	 -2.63679e-04 	 -2.34868e-02
14000 	 1.26873e+02 	 -1.29650e-04 	 -2.34846e-02
15000 	 1.26873e+02 	 -3.18610e-05 	 -2.35221e-02
16000 	 1.26873e+02 	 1.32471e-03 	 -2.26319e-02
17000 	 1.27670e+02 	 -2.58218e-04 	 -2.33972e-02
18000 	 1.27670e+02 	 -1.36550e-04 	 -2.35081e-02
19000 	 1.27670e+02 	 -5.45609e-05 	 -2.36470e-02
20000 	 1.27670e+02 	 3.96541e-05 	 -2.29808e-02
21000 	 1.28472e+02 	 1.38894e-03 	 -2.22076e-02
22000 	 1.28472e+02 	 -2.25462e-04 	 -2.31029e-02
23000 	 1.28472e+02 	 -1.21730e-04 	 -2.33324e-02
24000 	 1.28472e+02 	 -5.64738e-05 	 -2.27851e-02
25000 	 1.28472e+02 	 3.05943e-05 	 -2.29990e-02
26000 	 1.28472e+02 	 1.36557e-03 	 -2.24674e-02
27000 	 1.29279e+02 	 -2.63982e-04 	 -2.33075e-02
28000 	 1.29279e+02 	 -1.93677e-04 	 -2.28143e-02
29000 	 1.29279e+02 	 -1.07469e-04 	 -2.31547e-02
30000 	 1.29279e+02 	 -5.30355e-05 	 -2.27033e-02
31000 	 1.29279e+02 	 2.18452e-05 	 -2.30066e-02
32000 	 1.29279e+02 	 8.70008e-05 	 -2.25585e-02
33000 	 1.30092e+02 	 1.41595e-03 	 -2.21076e-02
34000 	 1.30092e+02 	 -2.42882e-04 	 -2.30794e-02
35000 	 1.30092e+02 	 -1.85478e-04 	 -2.26835e-02
36000 	 1.30092e+02 	 -1.11313e-04 	 -2.31229e-02
37000 	 1.30092e+02 	 -6.70655e-05 	 -2.27558e-02
38000 	 1.30092e+02 	 -7.85352e-06 	 -2.31520e-02
39000 	 1.30092e+02 	 4.57227e-05 	 -2.27815e-02
40000 	 1.30092e+02 	 1.04720e-03 	 -2.20209e-02
41000 	 1.30092e+02 	 1.41276e-03 	 -2.22147e-02
42000 	 1.30909e+02 	 8.06260e-04 	 -2.23078e-02
43000 	 1.30909e+02 	 -2.16394e-04 	 -2.28109e-02
44000 	 1.30909e+02 	 -1.71565e-04 	 -2.25083e-02
45000 	 1.30909e+02 	 -1.27325e-04 	 -2.22195e-02
46000 	 1.30909e+02 	 -7.59413e-05 	 -2.27578e-02
47000 	 1.30909e+02 	 -4.19902e-05 	 -2.24834e-02
48000 	 1.30909e+02 	 1.12219e-05 	 -2.29510e-02
49000 	 1.30909e+02 	 5.22152e-05 	 -2.26700e-02
50000 	 1.30909e+02 	 9.20199e-05 	 -2.24003e-02
51000 	 1.30909e+02 	 1.06865e-03 	 -2.18039e-02
