0 	 1.23734e+02 	 3.64594e-04 	 -2.29404e-02
1000 	 1.23734e+02 	 -1.32618e-04 	 -2.39219e-02
2000 	 1.23734e+02 	 -7.88406e-05 	 -2.34632e-02
3000 	 1.23734e+02 	 3.04136e-04 	 -2.37274e-02
4000 	 1.24511e+02 	 2.94006e-04 	 -2.34016e-02
5000 	 1.24511e+02 	 -1.22204e-04 	 -2.38381e-02
6000 	 1.24511e+02 	 -5.43600e-05 	 -2.38735e-02
7000 	 1.24511e+02 	 3.45884e-04 	 -2.34987e-02
8000 	 1.25293e+02 	 -2.06562e-04 	 -2.36755e-02
9000 	 1.25293e+02 	 -1.10656e-04 	 -2.37024e-02
10000 	 1.25293e+02 	 -5.13348e-05 	 -2.31934e-02
11000 	 1.25293e+02 	 3.39399e-04 	 -2.34966e-02
12000 	 1.26081e+02 	 3.05383e-04 	 -2.32785e-02
13000 	 1.26081e+02 	 -1.59595e-04 	 -2.32705e-02
14000 	 1.26081e+02 	 -8.22392e-05 	 -2.33969e-02
15000 	 1.26081e+02 	 -2.49829e-05 	 -2.35581e-02
16000 	 1.26081e+02 	 3.61953e-05 	 -2.31249e-02
17000 	 1.26873e+02 	 3.06022e-04 	 -2.32194e-02
18000 	 1.26873e+02 	 -1.72809e-04 	 -2.32841e-02
19000 	 1.26873e+02 	 -1.01176e-04 	 -2.34899e-02
20000 	 1.26873e+02 	 -5.94168e-05 	 -2.31332e-02
21000 	 1.26873e+02 	 -7.83673e-06 	 -2.33643e-02
22000 	 1.26873e+02 	 4.20012e-05 	 -2.30144e-02
23000 	 1.26873e+02 	 1.02653e-03 	 -2.25607e-02
24000 	 1.27670e+02 	 -1.91453e-04 	 -2.33287e-02
25000 	 1.27670e+02 	 -1.48122e-04 	 -2.30232e-02
26000 	 1.27670e+02 	 -9.03369e-05 	 -2.33168e-02
27000 	 1.27670e+02 	 -5.71988e-05 	 -2.30368e-02
28000 	 1.27670e+02 	 -2.47008e-05 	 -2.27704e-02
29000 	 1.27670e+02 	 2.41328e-05 	 -2.30617e-02
30000 	 1.27670e+02 	 6.24853e-05 	 -2.27966e-02
31000 	 1.27670e+02 	 1.03893e-03 	 -2.24676e-02
32000 	 1.28472e+02 	 -1.96151e-04 	 -2.32667e-02
33000 	 1.28472e+02 	 -1.62809e-04 	 -2.30307e-02
34000 	 1.28472e+02 	 -1.30038e-04 	 -2.28063e-02
35000 	 1.28472e+02 	 -8.43705e-05 	 -2.31802e-02
36000 	 1.28472e+02 	 -5.94324e-05 	 -2.29710e-02
37000 	 1.28472e+02 	 -3.49628e-05 	 -2.27703e-02
38000 	 1.28472e+02 	 1.68583e-06 	 -2.31348e-02
39000 	 1.28472e+02 	 3.09206e-05 	 -2.29315e-02
40000 	 1.28472e+02 	 5.92141e-05 	 -2.27370e-02
41000 	 1.28472e+02 	 8.64437e-05 	 -2.25522e-02
42000 	 1.28472e+02 	 1.05522e-03 	 -2.23407e-02
43000 	 1.29279e+02 	 1.08343e-03 	 -2.20483e-02
44000 	 1.29279e+02 	 -1.73046e-04 	 -2.30012e-02
45000 	 1.29279e+02 	 -1.49740e-04 	 -2.28402e-02
46000 	 1.29279e+02 	 -1.26911e-04 	 -2.26861e-02
47000 	 1.29279e+02 	 -1.04532e-04 	 -2.25385e-02
48000 	 1.29279e+02 	 -7.23694e-05 	 -2.29873e-02
49000 	 1.29279e+02 	 -5.53859e-05 	 -2.28467e-02
50000 	 1.29279e+02 	 -3.87229e-05 	 -2.27108e-02
51000 	 1.29279e+02 	 -2.23934e-05 	 -2.25796e-02
52000 	 1.29279e+02 	 7.64921e-06 	 -2.30032e-02
53000 	 1.29279e+02 	 2.71899e-05 	 -2.28680e-02
54000 	 1.29279e+02 	 4.61822e-05 	 -2.27376e-02
55000 	 1.29279e+02 	 6.45818e-05 	 -2.26124e-02
56000 	 1.29279e+02 	 8.23522e-05 	 -2.24923e-02
57000 	 1.29279e+02 	 7.95229e-04 	 -2.19824e-02
58000 	 1.29279e+02 	 1.06179e-03 	 -2.22716e-02
59000 	 1.30092e+02 	 1.08117e-03 	 -2.20441e-02
60000 	 1.30092e+02 	 1.09591e-03 	 -2.19371e-02
61000 	 1.30092e+02 	 6.17098e-04 	 -2.21948e-02
62000 	 1.30092e+02 	 -1.62761e-04 	 -2.28217e-02
63000 	 1.30092e+02 	 -1.48869e-04 	 -2.27268e-02
64000 	 1.30092e+02 	 -1.35302e-04 	 -2.26354e-02
65000 	 1.30092e+02 	 -1.22041e-04 	 -2.25472e-02
66000 	 1.30092e+02 	 -1.09067e-04 	 -2.24621e-02
67000 	 1.30092e+02 	 -9.63629e-05 	 -2.23797e-02
68000 	 1.30092e+02 	 -8.39119e-05 	 -2.23001e-02
69000 	 1.30092e+02 	 -6.38948e-05 	 -2.28168e-02
70000 	 1.30092e+02 	 -5.44587e-05 	 -2.27393e-02
71000 	 1.30092e+02 	 -4.52002e-05 	 -2.26639e-02
72000 	 1.30092e+02 	 -3.61172e-05 	 -2.25905e-02
73000 	 1.30092e+02 	 -2.72099e-05 	 -2.25191e-02
74000 	 1.30092e+02 	 -1.84806e-05 	 -2.24497e-02
75000 	 1.30092e+02 	 -9.93345e-06 	 -2.23822e-02
76000 	 1.30092e+02 	 1.41131e-05 	 -2.28594e-02
77000 	 1.30092e+02 	 2.43674e-05 	 -2.27887e-02
78000 	 1.30092e+02 	 3.43697e-05 	 -2.27200e-02
79000 	 1.30092e+02 	 4.41126e-05 	 -2.26534e-02
80000 	 1.30092e+02 	 5.35897e-05 	 -2.25888e-02
81000 	 1.30092e+02 	 6.27956e-05 	 -2.25264e-02
82000 	 1.30092e+02 	 7.17265e-05 	 -2.24660e-02
83000 	 1.30092e+02 	 8.03804e-05 	 -2.24077e-02
84000 	 1.30092e+02 	 8.87567e-05 	 -2.23515e-02
85000 	 1.30092e+02 	 7.97429e-04 	 -2.19448e-02
86000 	 1.30092e+02 	 8.01329e-04 	 -2.18944e-02
87000 	 1.30092e+02 	 8.05034e-04 	 -2.18462e-02
88000 	 1.30092e+02 	 8.08554e-04 	 -2.18000e-02
89000 	 1.30092e+02 	 8.11896e-04 	 -2.17557e-02
90000 	 1.30092e+02 	 1.08277e-03 	 -2.20963e-02
91000 	 1.30092e+02 	 1.08917e-03 	 -2.20534e-02
92000 	 1.30909e+02 	 1.09927e-03 	 -2.18816e-02
93000 	 1.30909e+02 	 1.10517e-03 	 -2.18388e-02
94000 	 1.30909e+02 	 6.15263e-04 	 -2.21666e-02
95000 	 1.30909e+02 	 6.19735e-04 	 -2.21239e-02
96000 	 1.30909e+02 	 6.24047e-04 	 -2.20828e-02
97000 	 1.30909e+02 	 6.28208e-04 	 -2.20432e-02
98000 	 1.30909e+02 	 6.32225e-04 	 -2.20049e-02
99000 	 1.30909e+02 	 6.36104e-04 	 -2.19680e-02
100000 	 1.30909e+02 	 6.39853e-04 	 -2.19324e-02
101000 	 1.30909e+02 	 -1.47791e-04 	 -2.25950e-02
102000 	 1.30909e+02 	 -1.43080e-04 	 -2.25630e-02
103000 	 1.30909e+02 	 -1.38490e-04 	 -2.25320e-02
104000 	 1.30909e+02 	 -1.34019e-04 	 -2.25018e-02
105000 	 1.30909e+02 	 -1.29659e-04 	 -2.24726e-02
106000 	 1.30909e+02 	 -1.25407e-04 	 -2.24442e-02
107000 	 1.30909e+02 	 -1.21259e-04 	 -2.24166e-02
108000 	 1.30909e+02 	 -1.17210e-04 	 -2.23897e-02
109000 	 1.30909e+02 	 -1.13256e-04 	 -2.23635e-02
110000 	 1.30909e+02 	 -1.09394e-04 	 -2.23381e-02
111000 	 1.30909e+02 	 -1.05619e-04 	 -2.23133e-02
112000 	 1.30909e+02 	 -1.01930e-04 	 -2.22891e-02
113000 	 1.30909e+02 	 -9.83213e-05 	 -2.22656e-02
114000 	 1.30909e+02 	 -9.47916e-05 	 -2.22426e-02
115000 	 1.30909e+02 	 -9.13377e-05 	 -2.22202e-02
116000 	 1.30909e+02 	 -8.79569e-05 	 -2.21983e-02
117000 	 1.30909e+02 	 -8.46468e-05 	 -2.21769e-02
