# r-coordinate 	 ur 	 utheta
1.89890e+03 	 -1.07600e-06 	 3.61326e-06
1.91083e+03 	 -9.62995e-07 	 3.69535e-06
1.92283e+03 	 -8.47336e-07 	 3.76809e-06
1.93492e+03 	 -7.29243e-07 	 3.82976e-06
1.94707e+03 	 -6.08974e-07 	 3.87590e-06
1.95931e+03 	 -4.86855e-07 	 3.89347e-06
1.97162e+03 	 -3.63362e-07 	 3.84218e-06
1.98401e+03 	 -2.39350e-07 	 3.59508e-06
1.99647e+03 	 -1.16685e-07 	 2.74756e-06
2.00902e+03 	 0.00000e+00 	 0.00000e+00
